,date,active_energy_kj,exercise_time_min,stand_time_min,basal_energy_burned_kj,resting_heart_rate_count_min,asleep_min_acitvity,min_in_bed_activity,step_count
298,2022-07-26,1395.0,2.0,69.0,8505.0,57.0,410.1887605388959,439.23040322065356,3801.0
299,2022-07-27,1108.0,1.0,21.0,8146.0,49.0,450.7128550648689,543.6728708922863,2308.0
300,2022-07-28,2094.0,16.0,107.0,8664.0,49.0,410.62651372353236,410.62651372353236,4993.0
301,2022-07-29,1565.0,12.0,22.0,8772.0,43.0,,,2035.0
302,2022-07-30,1793.0,16.0,50.0,8801.0,44.0,370.0358361025651,370.0358361025651,4126.0
303,2022-07-31,1423.0,7.0,62.0,8713.0,51.0,216.27568912307424,216.27568912307424,2617.0
304,2022-08-01,1987.0,14.0,91.0,8923.0,46.0,64.54163925250371,64.54163925250371,6870.0
305,2022-08-02,1516.0,7.0,77.0,8647.0,47.0,356.50764932632444,382.17442058324815,7050.0
306,2022-08-03,1181.0,3.0,57.0,7801.0,52.0,,,5148.0
307,2022-08-04,330.48,6.0,5.0,7709.0,43.0,390.87645577987035,390.87645577987035,6542.0
308,2022-08-05,551.96,7.0,33.0,5318.0,,,,5543.0
309,2022-08-06,,,,,,,,2917.0
310,2022-08-07,72.05,,,,47.0,,,3475.0
311,2022-08-08,2863.0,35.0,181.0,8865.0,46.0,84.3753899315993,84.3753899315993,9246.0
312,2022-08-09,2201.0,14.0,144.0,8557.0,47.0,,,8470.0
313,2022-08-10,1577.0,3.0,28.0,8420.0,48.0,476.7409189184507,476.7409189184507,2826.0
314,2022-08-11,2288.0,12.0,173.0,8858.0,44.0,,,7954.0
315,2022-08-12,2274.0,8.0,176.0,9045.0,49.0,37.76665673057238,37.76665673057238,6912.0
316,2022-08-13,3644.0,44.0,224.0,9331.0,44.0,,,13470.0
317,2022-08-14,3692.0,73.0,218.0,8410.0,55.0,,,20839.0
318,2022-08-15,2700.0,26.0,151.0,8831.0,50.0,470.90490395824116,470.90490395824116,9352.0
319,2022-08-16,2078.0,19.0,147.0,8476.0,47.0,653.027272417148,566.4307443201542,6187.0
320,2022-08-17,2998.0,30.0,165.0,8980.0,51.0,,,9501.0
321,2022-08-18,2709.0,10.0,190.0,8796.0,49.0,339.9071736017863,360.08654725551605,9826.0
322,2022-08-19,1756.0,12.0,67.0,8355.0,51.0,424.9508294622104,424.9508294622104,5053.0
323,2022-08-20,2436.0,18.0,193.0,8787.0,47.0,398.0781338651975,422.744817229112,6994.0
324,2022-08-21,1770.0,2.0,75.0,8623.0,51.0,700.5394768774509,958.7137564520041,2992.0
325,2022-08-22,1148.0,3.0,27.0,8102.0,53.0,452.3384427626927,487.6719886581103,2827.0
326,2022-08-23,3016.0,28.0,198.0,8604.0,57.0,,,10884.0
327,2022-08-24,1783.0,13.0,86.0,8801.0,47.0,379.8966069638729,379.8966069638729,4808.0
328,2022-08-25,1423.0,9.0,29.0,8724.0,48.0,355.81856958468757,355.81856958468757,2989.0
329,2022-08-26,1139.0,7.0,24.0,8546.0,47.0,427.43489048878354,611.0680988550187,2486.0
330,2022-08-27,2089.0,3.0,93.0,9001.0,45.0,470.20942505796756,501.042774150769,6891.0
331,2022-08-28,1688.0,6.0,105.0,8831.0,60.0,533.9955036600431,555.6621671875317,7225.0
332,2022-08-29,1747.0,11.0,88.0,8842.0,49.0,320.45040001471835,320.45040001471835,3122.0
333,2022-08-30,1383.0,29.0,56.0,8546.0,55.0,298.67538343469306,328.9048135022323,7630.0
334,2022-08-31,1528.0,2.0,48.0,8818.0,47.0,468.2636677801609,500.0970271885396,3401.0
335,2022-09-01,706.14,,,8439.0,46.0,400.0273826301098,400.0273826301098,6051.0
336,2022-09-02,2672.0,32.0,101.0,9121.0,45.0,411.97147613366445,411.97147613366445,7912.0
337,2022-09-03,2210.0,30.0,66.0,8931.0,47.0,,,5836.0
338,2022-09-04,1422.0,,27.0,8874.0,43.0,367.8360815167427,391.9778119444847,2465.0
339,2022-09-05,1238.0,2.0,17.0,8736.0,48.0,,,1872.0
340,2022-09-06,2017.0,21.0,40.0,8703.0,46.0,354.5900486866633,382.6900606989861,3346.0
341,2022-09-07,1373.0,1.0,17.0,8585.0,55.0,,,1950.0
342,2022-09-08,2005.0,21.0,112.0,8563.0,54.0,,,7088.0
343,2022-09-09,3411.0,38.0,280.0,9270.0,55.0,,,11032.0
344,2022-09-10,3622.0,48.0,170.0,9392.0,50.0,336.584023753802,336.584023753802,10162.0
345,2022-09-11,1930.0,5.0,88.0,8978.0,47.0,350.5950281381607,350.5950281381607,3943.0
346,2022-09-12,337.18,,2.0,7564.0,47.0,,,825.19
347,2022-09-13,1248.0,2.0,32.0,8091.0,54.0,232.32514155904454,232.32514155904454,2302.0
348,2022-09-14,2145.0,4.0,78.0,8693.0,48.0,,,5020.0
349,2022-09-15,1798.0,13.0,64.0,8624.0,49.0,398.0868280172348,550.758515059948,4231.0
350,2022-09-16,1385.0,11.0,28.0,8744.0,46.0,441.84057296117146,467.5072595834732,1944.0
351,2022-09-17,1912.0,4.0,60.0,8951.0,54.0,,,5153.0
354,2022-09-20,2187.0,30.0,95.0,8993.0,54.0,,,6336.0
355,2022-09-21,2751.0,46.0,80.0,9069.0,48.0,459.71157667438194,490.94514896273614,5008.0
356,2022-09-22,3782.0,95.0,129.0,8365.0,67.0,,,5402.0
357,2022-09-23,1633.0,2.0,28.0,9201.0,52.0,359.9464913606644,359.9464913606644,2093.0
358,2022-09-24,2512.0,43.0,71.0,9071.0,48.0,,,3132.0
359,2022-09-25,2589.0,39.0,47.0,9195.0,48.0,490.6424837092559,570.871980557839,2456.0
360,2022-09-26,1476.0,3.0,29.0,9029.0,54.0,,,2508.0
361,2022-09-27,1622.0,2.0,44.0,9057.0,50.0,485.14668882489207,520.8140714844068,3481.0
362,2022-09-28,857.84,2.0,19.0,8595.0,46.0,600.963715940714,649.6315150578818,1041.0
363,2022-09-29,1530.0,7.0,31.0,8950.0,45.0,291.74431925018627,320.0776227970918,2622.0
364,2022-09-30,1490.0,4.0,27.0,9006.0,46.0,355.27166142662367,395.6934338788192,2137.0
365,2022-10-01,857.19,,1.0,8488.0,50.0,489.2610861361027,509.58276488582294,337.0
